Epoch,Loss
1,123.84248833086505
2,36.32253036259105
3,9.940155092275367
4,7.028793160270595
5,5.389008057192436
6,4.074097742074691
7,3.721625590849223
8,3.39532799803236
9,3.238179783026377
10,3.0761384131773464
11,3.1387025878864265
12,2.8096573081031537
13,2.8312649406352133
14,2.714185251005041
15,2.5781677489010795
16,2.499668237923076
17,2.448718747815246
18,2.1726493953533894
19,1.9764206606262136
20,1.8793621764243025
21,1.7693954203863564
22,1.6158700900257759
23,1.5511051455758653
24,1.41533562259854
25,1.2811531156488933
26,1.1859110404485427
27,1.1202896595376093
28,1.0781771313844237
29,1.0043204303994868
30,0.9429948529544866
31,0.889950250867028
32,0.818814643617696
33,0.7805798823634783
34,0.7372783944479324
35,0.6826367868379977
36,0.6489120455657911
37,0.5840882040419668
38,0.5618961802068746
39,0.521518922733061
40,0.5037293096758285
41,0.47404554594050413
42,0.4541038266330395
43,0.4333396046510283
44,0.41027598115820557
45,0.3895935771178524
46,0.3735100877641132
47,0.35084269462891343
48,0.33907107633989564
49,0.33190914876056166
50,0.3173841599304721
51,0.29780411624214936
52,0.2766828614070356
53,0.26186699160146265
54,0.24611661074765073
55,0.23900450325612002
56,0.22917434512256826
57,0.22508415764888878
58,0.2066635582713211
59,0.2050312450331337
60,0.1873239386334734
61,0.1903049238494732
62,0.18685246064509237
63,0.17686654936592533
64,0.17230023899402633
65,0.1670116557382375
66,0.1624529674157219
67,0.1610120876967532
68,0.16341377019226175
69,0.14933906604518304
70,0.15547128368473653
71,0.15054893901325622
72,0.1491333355881133
73,0.14764343005306316
74,0.13954556595135784
75,0.1366107841871632
76,0.13287160955603766
77,0.1335139618659357
78,0.13167368820956293
79,0.12624197091274666
80,0.12708742117638108
81,0.1246482908796027
82,0.12621718877047863
83,0.1232083281443554
84,0.12162929228594843
85,0.12107399277061036
86,0.11532989003748265
87,0.12201109906927969
88,0.11516139972603547
89,0.11524515285057092
90,0.1164110910920602
91,0.10818624258650548
92,0.11390201307528611
93,0.1079633754543351
94,0.11397023981659667
95,0.10695593920097037
96,0.11256367715555916
97,0.10537623143139875
98,0.1077428605149752
99,0.10335056695782538
100,0.1010629160728001
