Epoch,Loss
1,245.2928670847191
2,79.90195141798296
3,24.445800160462003
4,3.6231386097347213
5,1.8543384423795737
6,1.3361105742694448
7,0.9569710136959387
8,0.6764512611260204
9,0.47038850495181744
10,0.32448776935537654
11,0.22452475873273123
12,0.16083951229991028
13,0.12026326377061927
14,0.0966066884802385
15,0.07906064128725783
16,0.06596646127554606
17,0.0558285764272108
18,0.04659242322375565
19,0.038723976929736496
20,0.032151342299327534
21,0.02662396059904552
22,0.02199449893467878
23,0.01858792080743086
24,0.015714901032324577
25,0.013848154340671527
26,0.012278074742757581
27,0.011153782911909124
28,0.01030328594523031
29,0.009900522312887435
30,0.009421598240908867
31,0.009374156534238337
32,0.009219259943274207
33,0.008591780317478679
34,0.008763347610350957
35,0.008278068390077437
36,0.008375885285753405
37,0.008139606021965543
38,0.007984868888508927
39,0.007807366596461631
40,0.007775426340002402
41,0.007274800375962056
42,0.007598826296352225
43,0.007607538135189259
44,0.006942885838531004
45,0.007058874507721678
46,0.007216332113493304
47,0.006982743051840262
48,0.006655773018346221
49,0.006581728799860198
50,0.006678304005320529
51,0.006678397883661091
52,0.006586914475708497
53,0.006377358197486438
54,0.006256580709350887
55,0.006545079607698106
56,0.0061948700828489455
57,0.006383741013090706
58,0.0061202607001910134
59,0.0060299271194164715
60,0.005992884211368133
61,0.005898166345373827
62,0.005726779699794152
63,0.005656708229213086
64,0.005988430700765677
65,0.00591056320652272
66,0.0055726615158524714
67,0.005722473826883185
68,0.005887480118786389
69,0.005457555464433752
70,0.005516696611855694
71,0.005485366081376707
72,0.005472625579769905
73,0.005249017173403862
74,0.005211354476405577
75,0.005286137831511574
76,0.005205413426562511
77,0.005023364282620239
78,0.004866859617345796
79,0.004992950920369945
80,0.00517534300664428
81,0.004883152209427325
82,0.0050306023433863084
83,0.004655530603028506
84,0.004812557088451331
85,0.004716796864193144
86,0.0048262143314306465
87,0.004755005466681466
88,0.004758905066227037
89,0.00469894556851425
90,0.0045071826342042275
91,0.004457244976810267
92,0.004454824948645308
93,0.004442956173754408
94,0.0043939952116237024
95,0.00422138431250065
96,0.0044835960578888
97,0.004014013599788875
98,0.0040536879637987355
99,0.004055713482037093
100,0.004082626558813917
